index,BasePred,5%,10%,20%
48,0.00013935143942944705,0.0037254957,0.0100844065,0.022712437
49,0.0020989945624023676,0.46417594,0.94072735,0.99384135
50,0.006312084849923849,0.039901305,0.093208246,0.18380687
51,0.019006669521331787,0.1005098,0.22529781,0.25887024
52,0.0012707748683169484,0.017499495,0.061330225,0.090824395
53,0.0003023388853762299,0.008970529,0.017717492,0.1526383
54,0.001433126861229539,0.006724515,0.011186007,0.01725853
55,0.16889651119709015,0.85725534,0.9200602,0.98904955
56,0.7116429805755615,0.7942077,0.78034955,0.79440016
57,0.005192785523831844,0.0313401,0.03894884,0.056330778
58,0.006622609682381153,0.06154034,0.18639666,0.20126833
59,0.000316384102916345,0.0026851809,0.003175912,0.0060118935
60,0.20956553518772125,0.50449634,0.66968715,0.67905253
61,0.0003627489204518497,0.0026822276,0.0031957212,0.006121211
62,0.016581609845161438,0.08267658,0.13557795,0.1657109
63,0.007208941970020533,0.03422984,0.035287634,0.05774107
64,0.008077744394540787,0.07407412,0.1690894,0.30668804
65,0.008282587863504887,0.06762336,0.07852042,0.35551012
66,0.01819007284939289,0.13686126,0.11913841,0.19267872
67,0.000148913444718346,0.0011543725,0.0018745272,0.004690706
68,0.0030702208168804646,0.019248517,0.0277807,0.061312374
69,0.005413378588855267,0.60143965,0.95609903,0.9960412
70,0.016581609845161438,0.08298867,0.11019272,0.14467002
71,0.12787629663944244,0.2196322,0.26442736,0.3841425
72,0.03046724945306778,0.13148434,0.14116548,0.1836957
73,0.045466065406799316,0.232434,0.32125345,0.43591237
74,0.007535417098551989,0.04732484,0.08229258,0.088102944
75,0.0006163350772112608,0.0066296626,0.013335201,0.02439728
76,0.0033008737955242395,0.013538224,0.047284693,0.33269998
77,0.0014371400466188788,0.014488463,0.017082963,0.048915878
78,0.005133348982781172,0.03450333,0.036562655,0.0946371
79,0.0011187051422894,0.010377893,0.021188777,0.036899425
80,0.0017043233383446932,0.0192246,0.03335783,0.050452054
81,0.04425504803657532,0.3444578,0.442697,0.79490316
82,0.004697458352893591,0.017454201,0.02585527,0.14230174
83,0.0014371400466188788,0.014488463,0.03147339,0.0445744
84,0.019769448786973953,0.9179338,0.99547386,0.9994316
85,0.015275388024747372,0.09722031,0.09196466,0.12631872
86,0.0051547205075621605,0.035140973,0.042349298,0.04688663
87,0.004444961901754141,0.03850463,0.081498586,0.16596018
88,0.005596303381025791,0.03534383,0.0912934,0.12898281
89,0.049442362040281296,0.42231098,0.53169906,0.58127886
90,0.0020919633097946644,0.023463385,0.09149889,0.0931242
91,0.0032743921037763357,0.10898498,0.1442585,0.1916381
92,0.013211160898208618,0.046176296,0.062911555,0.07544807
93,0.004835585597902536,0.077021964,0.12810533,0.111221
94,0.003906333353370428,0.021404827,0.031226322,0.05924206
95,0.0084574269130826,0.26439044,0.43320888,0.48576367
96,0.0011187051422894,0.009937601,0.019283907,0.020300178
97,0.0017461476381868124,0.021104747,0.03089623,0.040847585
98,0.009105954319238663,0.06601933,0.12923068,0.44263643
99,0.002568713389337063,0.04590104,0.045978725,0.06537629
100,0.09163638949394226,0.34516022,0.73048884,0.84099406
101,0.003126539057120681,0.03280987,0.10208594,0.18874238
102,0.03503692150115967,0.14689486,0.13339776,0.57599676
103,0.00209771073423326,0.029563686,0.048530184,0.06578606
104,0.0017662838799878955,0.013982068,0.022260956,0.043211773
105,0.0013949109707027674,0.022746244,0.030281844,0.04866062
106,0.005899128038436174,0.02540779,0.04287464,0.21572027
107,0.004256327170878649,0.057160463,0.24890763,0.31881356
108,0.0023108930326998234,0.013827416,0.022147803,0.11330382
109,0.008013123646378517,0.08953634,0.107465334,0.23825012
110,0.02545856311917305,0.041590124,0.09991965,0.11113475
111,0.0043098521418869495,0.0701271,0.117884435,0.16838375
112,0.48800310492515564,0.998344,0.9993046,0.9999071
113,0.09163638949394226,0.34516022,0.7962312,0.82825315
114,0.06550485640764236,0.5262464,0.6409958,0.77922904
115,0.00021937364363111556,0.0044914624,0.009457315,0.018273043
116,0.012833972461521626,0.043365054,0.044417758,0.33460042
117,0.0005913861677981913,0.0021165875,0.0059206476,0.014139108
118,0.0009525801870040596,0.025805425,0.05551549,0.058686744
119,0.003153624013066292,0.050846178,0.08956919,0.09889752
120,0.000844365160446614,0.008675498,0.0133548025,0.021779496
121,0.017832456156611443,0.06345139,0.0976316,0.13621075
122,0.0030702208168804646,0.021041151,0.03479251,0.096801236
123,0.015457558445632458,0.05229426,0.06301391,0.36327365
124,0.018601542338728905,0.1994232,0.31063145,0.5951978
125,0.1301744282245636,0.33719948,0.483834,0.5670811
126,0.15113987028598785,0.3207645,0.36913252,0.41094664
127,0.0023442485835403204,0.024271749,0.038612384,0.05493031
128,0.010220316238701344,0.041943308,0.06285509,0.0848332
129,0.005182283464819193,0.71356577,0.94169474,0.9928944
130,0.003576358314603567,0.0056189946,0.010447102,0.016987039
131,0.041693054139614105,0.14853124,0.16588986,0.29501665
132,0.0002540074347052723,0.0010676963,0.0019369012,0.006521687
133,0.0015122628537937999,0.0078600785,0.009801044,0.018349664
134,0.005725765135139227,0.0726501,0.16175424,0.39172465
135,0.0015655176248401403,0.041773338,0.1173199,0.13666594
136,0.0452355332672596,0.24307862,0.4380135,0.6134058
137,0.004402271471917629,0.060658183,0.069229595,0.049064737
138,0.028485748916864395,0.121785186,0.16920248,0.30639717
139,0.009904276579618454,0.07067539,0.11103651,0.18922533
140,0.0009545175125822425,0.5413757,0.88711715,0.97709656
141,0.17944487929344177,0.85357535,0.92302525,0.91524297
142,0.015982741490006447,0.18667974,0.40466928,0.37259197
143,0.001969830133020878,0.016820734,0.0777053,0.0636867
144,0.002457258990034461,0.034609534,0.09279432,0.1441033
145,0.00038239636342041194,0.007463306,0.014744912,0.038214438
146,0.0010286375181749463,0.018924689,0.031203862,0.0611964
147,0.001274768146686256,0.016683936,0.024050334,0.06159905
148,0.001969830133020878,0.020423193,0.058197316,0.0763271
149,0.028113441541790962,0.89311457,0.9846707,0.99977607
150,0.004561523906886578,0.023012798,0.033221573,0.12457102
151,0.5091244578361511,0.98488253,0.99925447,0.9987821
152,0.00022931663261260837,0.0015510913,0.0032048451,0.003094525
153,0.0013283670414239168,0.012634582,0.0144809345,0.0695736
154,0.017065197229385376,0.038987815,0.053712048,0.06586469
155,0.0004663245636038482,0.01228935,0.017307084,0.10861773
156,0.020193366333842278,0.08164482,0.1645947,0.21203743
157,0.007627278566360474,0.045208275,0.052233256,0.073711246
158,0.0007988304714672267,0.007582962,0.023100384,0.04595634
159,0.001274768146686256,0.012131433,0.030462962,0.07920518
160,0.00024066284822765738,0.0123365,0.016868114,0.052930657
161,0.018021682277321815,0.13947636,0.17467877,0.197176
162,0.0004329188377596438,0.006678769,0.0105852755,0.025197756
163,0.001969830133020878,0.026260482,0.034463625,0.09112904
164,0.01879664696753025,0.14594595,0.20187378,0.33050418
165,0.0014529686886817217,0.007696401,0.009275708,0.013618011
166,0.0011705226497724652,0.0226241,0.021644743,0.05226955
167,0.0014649174408987164,0.018650966,0.021770902,0.052852433
168,0.0021306441631168127,0.005989572,0.008746695,0.016103841
169,0.04256797581911087,0.121979356,0.17492734,0.5795009
170,0.0007127135177142918,0.003665474,0.0038615293,0.0047037737
171,0.0007752185338176787,0.004059278,0.004915947,0.009850921
172,0.22679400444030762,0.8151712,0.80171025,0.909358
173,0.016593830659985542,0.42426455,0.5514306,0.62937385
174,0.0007616683724336326,0.015720604,0.04074408,0.055363435
175,0.019980695098638535,0.8476412,0.99471396,0.9997756
176,0.0015412765787914395,0.011657371,0.018859163,0.106440105
177,0.09163638949394226,0.316993,0.6598447,0.8517809
178,0.004903211258351803,0.04536561,0.10959007,0.17756641
179,0.00020939117530360818,0.006842883,0.018969959,0.043084037
180,0.000525820127222687,0.005798754,0.017803013,0.03312923
181,0.00017061344988178462,0.0017205225,0.0019177126,0.006951997
182,0.001954733394086361,0.017855654,0.02445717,0.05346926
183,0.0014371400466188788,0.008720065,0.018107146,0.03997277
184,0.002823642222210765,0.039572164,0.046669587,0.11086652
185,0.043554287403821945,0.2859674,0.3174083,0.5583795
186,0.02216208167374134,0.88509923,0.9935951,0.9996708
187,0.0038472230080515146,0.027530273,0.051365625,0.0720076
188,0.001969830133020878,0.023301655,0.042253647,0.078496315
189,0.0003465152985882014,0.004724074,0.0061594713,0.008865747
190,0.007019189652055502,0.03704823,0.053689815,0.08253194
191,0.03819156065583229,0.9373294,0.9439379,0.98476654
192,0.001969830133020878,0.024237871,0.061811242,0.08489188
193,0.0006687170243822038,0.011030313,0.018042171,0.021125728
194,0.007770247291773558,0.06309492,0.1032152,0.13310114
195,0.006654573604464531,0.019051336,0.03657902,0.081053056
196,0.0008943449938669801,0.00916085,0.014616405,0.02431484
197,0.013261639513075352,0.100525275,0.32812753,0.4799118
198,0.005135655403137207,0.029858856,0.057056658,0.10040259
199,0.018475709483027458,0.113298595,0.15769118,0.3649234
